movie,stars,review
"Game Over, Man!",4,the only convincing explanation for the existence of game over man be that the brain trust behind comedy central s workaholic get really high on salvia one night and start to wonder what a remake of die hard might look like if it be write by judd apatow direct by mcg and finance by whatever spare change they have in their pocket how else to rationalize an action-comedy in which three burnout white dude suffer from some very severe bromantic tension
I Can Only Imagine,3,christian movie be ready to cross over 14 year have pass since the passion of the christ become a national sensation and while no one have manage to match the hysteria that greet mel gibson s new testament snuff film company like pure flix and mission picture international have cultivate a lucrative cottage industry of cinema for the focus on the family crowd over and over again these religious offering have surprised box office pundit and rake in blockbuster number with…
Pacific Rim: Uprising,4,the big difference between pacific rim and it perfunctory new sequel can be sum up in one word expectation when guillermo del toro s original come out in july 2013 people be prim for something special a universally beloved pop auteur mash his love for ray harryhausen and otaku culture into an 190 million blockbuster about very giant monster fight very giant robot it sound like an urgent reprieve from the soulless corporate write-off that defines the summer movie season and…
Touch Me Not,6,it s ironic that adina pintilie s touch me not be receive a something of a provocation when it premier at and won the 2018 berlinale because for all of it nudity and kink — it unashamed erection and bdsm — this beguiling film be define by an almost childlike innocence of course almost and childlike be the critical word there this be a movie that open with a middle-aged woman pay a male prostitute to masturbate in her sheet so that…
Chi-Town,6,grow up in the long shadow of hoop dream on chicago s west side keifer sykes refuse to take his eye off the ball despite the fact that he s less than six foot tall the young phenom be probably more of a natural talent than either of the kid from steve james landmark documentary and he s learn a lot from the people who come before him and fell short or get shot there be 625 different gang in the city and…
People's Republic of Desire,8,"on an ordinary morning in 2016 more than 540,000 people in china watch a live-streamed video of a baby eat breakfast and while the baby be adorable — everything about the toddler s image from her bowl cut to her penguin t-shirt engineer for maximum cuteness — we re not exactly talk about the moon land here more than half a million people some presumably with baby of their own stop what they be do checked out of their life for a…"
The New Romantic,5,a charm little nugget of a romantic-comedy that tentatively explores the existence of love story in a world that seem to have outgrown them carly stone s the new romantic be a movie for a generation that find themselves uncomfortably wedge between sleepless in seattle and boning via bumble — a generation that be raise on sex and the city but never get to live in carrie bradshaw s new york blitzing through her feature debut in a quick 82 minute stone…
First Match,7,***good netflix movie *** if coming-of-age story feel so familiar it s largely because we all have one of our own that s not to absolve the genre of it many clichés most of which be considerably old than the character who tend to embody them but rather to emphasize their inevitability everyone grows up everyone discovers themselves and everyone feel like they re pioneer uncharted territory when they do it by nature these be movie that prioritize the journey over the destination —…
Unsane,6,claire foy be like if someone go back in time and stop helena bonham carter from ever meeting tim burton and we be all bless do n't have much else to say about unsane at the moment beyond how frustrate it be to be remind that soderbergh 's restless inventiveness or inventive restlessness have found him resign to a career of line-drive single sure he 's swing for the fence every time he *releases* a movie but not when he 's actually make them
Alt-Right: Age of Rage,5,a single persistent question hang over adam bhala lough s alt-right age of rage a blunt new documentary that chronicle how america s white nationalist crawl out of the sewer during the first year of the trump administration and the question be this do we really need to watch a movie about these asshole the most strike moment of lough s scattershot new film address that question head-on weigh — to use term borrow from one of the talk head — the policy…
Take Your Pills,5,a comprehensive but aggravatingly myopic look at the recent proliferation of prescription amphetamine like adderall and ritalin alison klayman s take your pill be much less interested in the drug themselves than it be in this country s unique appetite for them nevertheless klayman s conclusion on both subject — and the scare-mongering tactic she us to shine light on how they intertwine — result in a reductive documentary that s far too focus on the big picture to really unpack the human element.…
The Outsider,2,you probably don t need a critic to tell you that the outsider a tragically real crime drama in which jared leto play a silent but violent enforcer for the yakuza in post-war japan be 100 percent horrendous after all when be the last time you saw a good yakuza movie star jared leto of course the outsider didn t have to be yet another story about a white dude who manages to insinuate himself into a historically inaccessible japanese subculture just…
A Wrinkle in Time,5,at a time when disney would rather fund suffocatingly faithful and/or toxically garish live-action remake of classic film than roll the dice on original story for a new generation of kid there s something refresh — and downright beautiful — about what ava duvernay have do with a wrinkle in time. less satisfy than the recent pete s dragon but told with a similar degree of revisionist zeal this eye-popping adaptation of madeleine l engle s beloved 1962 novel scrub away the christian overtones…
Submission,5,ted swenson stanley tucci be a living cliché and he know it a middle-aged writer with one moderately successful book under my belt his word via tucci s jaunty voiceover ted thought that a teach job at a vermont liberal art college would be the perfect short-term gig while he pen his second novel ten year later tenure be the only thing ted have to show for his time at least that s how he feel about it — a cushy job
Bāhubali: The Beginning,7,[ disappears down a tollywood bollywood k-hole forever to everyone 's delight ]
Death Wish,5,2018 be turn out to be a truly inclusive year for on-screen representation black panther invite african-american audience to see themselves in a massive superhero movie that wasn t about their own oppression a fantastic woman give transgender woman the chance to see themselves in an acclaim film that wasn t terribly retrograde and now eli roth s dangerously enjoyable death wish give right-wing lunatic the opportunity to see themselves in a fascist fairy tale that wasn t direct by dinesh d souza to each…
Did You Wonder Who Fired the Gun?,6,upon first glance the title of travis wilkerson s do you wonder who fire the gun carry an air of mystery a though the film will start with a body and then work it way through a vast conspiracy before identify the killer and — in a way — that s exactly what it do but not in that order first we identify the killer se branch wilkerson s great-grandfather a virulent racist who murder a black man in 1946 and get away…
Grass,6,another festival another film by hong sang-soo it s always be hard to talk about the south korean auteur without talk about the fassbinder-like frequency with which he churn out new work and it s only become harder now that he s really start to pick up the pace good luck find a single review of hong s recent feature that doesn t start by reference his prolificacy but a much a we encourage you to spare a thought for the poor critic who are…
Mute,3,i *so* want to support anyone who 's make original sci-fi on a studio budget but no
Annihilation,7,annihilation be like if björk direct a remake of the abyss ... that s obviously an endorsement how *much* of an endorsement i don t really know right now but yeah
7 Days in Entebbe,4,the sooner jared kushner broker peace in the middle east the sooner we ll stop be force to suffer through an endless stream of casually entertain cable television-worthy movie about the region s cyclical violence film like josé padila s 7 day in entebbe — a competent but highly compromise dramatization of the 1976 hijack of air france flight 139 — may not be the most dire consequence of the ongoing turf war between israel and palestine but they re enough to make you…
Utøya: July 22,7,despite what the like of tipper gore and kentucky governor matt bevin might have you believe movie don t desensitize u to violence — violence desensitizes u to violence it s not because of the matrix or john wick or whatever the scapegoat du jour that bereave teenager have be force to the front line of america s war of attrition against radical gun fetishist it s because nothing change after la vega or sandy hook or san bernardino or sutherland spring or orlando
Daughter of Mine,8,there s a blink-and-you ll-miss-it moment towards the end of laura bispuri s raw and arrest daughter of mine when a distraught sardinian mother name tina hot shot part deux star valeria golino desperately try to flag down a sunbathe teenager have you see a little girl with red hair she asks in a panic but the stranger doesn t speak a word of italian — she s just a tourist in a bikini tina drive off frustrate and frantic her tire kick up the…
Eva,4,there be a minor kerfuffle during the berlinale press conference for benoît jacquot s eva when a journalist ask star isabelle huppert how she achieve such a degree of eroticism in the film without get nude you have a very bizarre idea of eroticism come the actress wither second-degree burn of a reply and to huppert s credit it be a ridiculous question ridiculous because french cinema have spent more than a century illustrate that t a have precious little to do with…
Transit,7,a man arrives in purgatory eager to learn his eternal fate the divine judgement however be slow to arrive the minute turn to hour the hour turn to day and the day begin to blur together in a place where time have no meaning eventually after what feel to him like a hundred year the man begs for a verdict what be you talk about come the reply you ve be in hell since you get here. that grim parable is…
Profile,6,the best and most harrow addition to the quickly grow sub-genre of movie that take place entirely within the space of a computer screen timur bekmambetov s profile brings a new and much-needed dimension to it conceit by use it in the service of a semi-realistic story that s uncharted territory for a type of filmmaking which — like so many cinematic innovation before it — be born out of shlock asinine early attempt like nacho vigalando s open window suggest that a…
Black '47,6,after more than 150 year of wait we finally have a bonafide western set during the irish potato famine trading monument valley for mile of pestilent farmland and six-shooter for jerry-rigged musket that can only fire one bullet at a time director lance daly have reach back into one of the darkest chapter of his country s history and found it to be a ripe set for an impressively grim oater or spud about the cost of pyrrhic victory and the…
Red Sparrow,7,i be legit shock at how good red sparrow be where the shit have *this* francis lawrence be hiding a delectably slow incredibly violent and seedy a hell spy movie for the current cold war the sexual power dynamic be verhoeven-esque audience be gon na haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaate it in any event i couldn t possibly be more here for the f- cinemascore portion of jennifer lawrence s career
Nostalgia,6,nobody could argue that mark pellington s nostalgia isn t clear about the nature of it concern from it mournful opening credit to it bittersweet final beat this strange mosaic — a relatively star-studded melodrama that s pass from one sad character to another like a baton or a bad cold — be a movie with only one thing on it mind of course there s nothing inherently wrong with a story that s so willing to spend itself on a single idea but nostalgia…
Isle of Dogs,8,the world be trash and wes anderson be currently enjoy the hottest streak of his career these thing it turn out be not unrelated the bad thing get the more fantastical anderson s film become the more fantastical anderson s film become the well their style articulates his underlie sincerity disorder fuel his imagination and the staggeringly well-crafted isle of dog be nothing if not anderson s most imaginative film to date there s a whiff of inevitability to that whether tell a story…
When We First Met,3,when netflix announce that they be go to be release 80 yes eighty original film in 2018 it be hard to imagine how they could possibly handle that kind of volume at a time when more traditional outfit like disney and warner bros. be distribute huge movie in small dos it seem unfathomable that a studio would be able to put out more than one new movie per week even a studio that didn t always have to deal with pesky…
Black Panther,7,i have see god fly i have see men build weapon that i couldn t even imagine i have see alien drop from the sky but i have never see anything like this. so mutter astonish c.i.a agent everett k. ross martin freeman a he first set eye on the shroud african country of wakanda a veritable el dorado that mine a meteorite s worth of vibranium to become the most technologically advanced nation on earth and the host country for the…
The Cloverfield Paradox,2,cloverfield might be the single best idea that j.j. abrams ever have and he get to have it twice with the first two installment of the franchise both successfully disrupt the way that big sci-fi movie be sell to the public when the third entry the cloverfield paradox drop on netflix after the super bowl with virtually no advance warn it seem like hollywood s great showman have do it again ala the most surprising thing about this bold attempt to…
Blaze,6,some people never get to realize their full potential or stick around long enough to do what they be so clearly put on this earth to do maybe they die young or maybe they just keep get in their own way or maybe if they re anything like singer-songwriter blaze foley they find a way to do both burning out like star that leave their light behind but foley never want to be a star shin only for itself he wanted…
On Her Shoulders,7,nadia murad 23 only have three minute to address the united nation general assembly and tell the gather delegate her life story an unspeakably horrific tale that include be imprison and rap by the isi militant who murder her relative she then escape the ongoing genocide of the yazidi people en route to join force with amal clooney who help her take legal action against the terrorist responsible for these crime against humanity most of u would probably need more…
Hereditary,8,toni collette do *at least* three different thing in this movie that might fuck you up forever imagine a supernatural creep-fest like the conjure but told with the patience of the witch the emotional depth of the babadook and the kind of scare that that james wan would kill for curious how it hang together the second time around scary movie tend to lose their edge but a part of me suspect this one might get even well but for now this feel like a *major* debut [ cluck tongue ]
The Kindergarten Teacher,7,kung fu star david carradine the great warrior-philosopher of the 20th century once say if you can t be the poet be the poem. he make it sound so easy — a though defer your story to someone else wouldn t feel like an act of defenestration — but then again the man seldom met a problem he couldn t high-kick into submission lisa spinelli a captivate maggie gyllenhaal have no such luck the eponymous fortysomething educator at the heart of sara colangelo s…
Tully,6,a very different kind of adult fairy tale one that frequently double a a feature-length advertisement for tubal ligation tully be a fantasy of the high order it might look like an episode of this be u but this story be every bit a magical a the shape of water. think of it a diablo cody s modern take on mary poppins what it lack in song it more than make up for in sex scene and carly rae jepsen sing-alongs.…
A Kid Like Jake,6,four-year-old jake wheeler leo james davis isn t like the other kid who be apply for a spot at one of new york city s ultra-competitive private pre-schools for one thing he s a lot more developmentally advanced than most of them his cognitive and fine-motor skill put him in the 96th percentile for his age group for another he love to wear frilly princess dress and pretend that he s rapunzel when he play with his friend he own not one but two…
A Futile and Stupid Gesture,4,it s hard to talk about a futile and stupid gesture — a somewhat funny and largely conventional movie about a very funny and wholly unconventional man — without talk about the film s borderline-insane frame device if you know absolutely nothing about national lampoon co-founders doug kenney will forte and henry beard domhnall gleeson and would like to keep it that way until david wain s biopic can illuminate you on it own term consider this a reluctant spoiler warn for everybody else… well it s certainly a choice read the full review on indiewire
Puzzle,5,the hardest puzzle of all… be love
Madeline's Madeline,10,the emotion you be have be not your own they be someone else s you be not the cat — you be inside the cat. so begin josephine decker s madeline s madeline an ecstatically disorient experience that defines it term right from the start and then obliterates any trace of traditional film language achieve a cinematic aphasia that allows decker to redraw the boundary between the story we tell and the people we tell them about the result be an experimental movie…
I Think We're Alone Now,4,it s one of the old write prompt in the world the last man on earth froze a he heard a knock at the door. ala the tantalize potential of that premise have seldom be realize by the story that it s hatch and reed morano s admirably bold but aggravatingly banal i think we re alone now be almost enough to make you wish that people would stop try altogether in this case the man be an upstate new york librarian name del…
Colette,6,at first present itself a a tightly corset big eye set during the belle époque colette erupts into a fun frothy and unmistakably feminist biopic a soon a keira knightley and dominic west start have sex with everyone in sight chronicle the strange true story of turn-of-the-century paris most popular writer wash westmoreland s handsomely mount ahem costume drama may not share the revolutionary zeal of it namesake but what it lack in novelty it more than make up for in…
The Miseducation of Cameron Post,8,the miseducation of cameron post be a humble poignant and extremely touch coming-of-age drama that unfolds like a seriocomic one flew over the cuckoo s nest set at a gay conversion camp for christian teen circa 1993. complete with jennifer ehle a an indomitable riff on nurse ratched the movie shear emily m. danforth s massive ya novel of the same name down to a sensitive film that cut right to the heart of the matter played by a beautifully understated and…
The Tale,9,there be no bad horse only bad riders. there be any number of unnerve moment in jennifer fox s the tale a landmark cine-memoir that s a powerful and profoundly upset a any film since the act of kill but they all seem to hatch from that taint pearl of wisdom pass down from a beautiful rid instructor to her naïve tween student before thing go terribly wrong it s a cod message from an adult woman to a young girl a pointed…
Wildlife,8,family be built upon two thing blood and belief they can get by on the strength of one or the other to have both be something of a luxury but when the latter start to wither the former can only do so much to save it this strange alchemy — the science responsible for so many american life — percolate inside every frame of paul dano s remarkable wildlife a tender gorgeous and exquisitely understated drama about a family that loses…
Bisbee '17,7,locate just seven mile from the mexican border and caught in a self-reflexive time loop that force it to constantly re-enact it own history the city of bisbee arizona couldn t be more ripe for a robert greene movie if he have found the place himself a twilight zone mining town that turn it bottomless copper mine into a tourist attraction shortly after it shut down in the 70 bisbee survives by mime the same work that once make it rich.…
"Juliet, Naked",4,it s every obsessive music fan s bad fear what if your ex fell in love with your favorite rock star it s the kind of thing that might keep high fidelity hero rob gordon awake at night pace around his apartment a he sweat over every part of that scenario it go without say that he d feel betrayed and probably by both party but it s also true that he d be jealous and perhaps more of his ex than his idol inevitably high…
Leave No Trace,7,debra granik be drawn to story about survivor — story about people who don t fit into the one that america like to tell itself but be no less valuable for that they live in the margin far remove from the capitalistic power of what ken kesey once call the combine some of them like the destitute 17-year-old jennifer lawrence played in winter s bone be simply born there others like the tender but troubled vietnam vet at the heart of granik s…
American Animals,5,you ve see too many movies. it s a line that s almost a old a the movie themselves and yet in reality very few people have actually see too many movie and most of those people be film critic more often than not the trouble be that someone hasn t see enough movie case in point bart layton s american animals. have the film-loving twentysomethings at the heart of this real-life heist story bother to watch the rififi dvd they rent from their local…
Private Life,8,a hilarious profanely bougie and crushingly honest story about a desperate couple try something — anything — to have a baby before it s too late tamara jenkins first film since the savage have be gestate for nine year and it s more than worth the wait another act showcase for a writer-director who s previously mine new depth from talent like philip seymour hoffman and marisa tomei private life star paul giamatti and kathryn hahn a richard and rachel grime 47 and…
Mary and the Witch's Flower,6,mary and the witch s flower be something of a miracle regardless of it merit a a movie the fact that it even exists in such a dire time for animate cinema be something worth celebrate it be only a few year ago in august 2014 when the peerless studio ghibli announce it be re-evaluating it future in the wake of financial hardship and hayao miyazaki s suppose retirement — the move seem to confirm the collective fear that the world s most…
Maze Runner: The Death Cure,5,welcome back to the scorch pick up where 2015 s maze runner the scorch trial left off — and bring the best and most kinetic of the post-apocalyptic ya saga to an exhaust finish — the death cure reintroduces u to a fall world where a killer virus have decimate most of the population in the trilogy s first installment a handful of twentysomethings with flawless skin escape from a deadly labyrinth and open the secret door at the end only to…
Paddington 2,10,perfect film a magic mike xxl-level delight my high recommendation obviously a refutation of brexit but naturally also such an imaginative inclusive open-hearted response to trump 's `` shithole '' mindset and xenophobia in general my sell out nyc audience clapped during the credits… and then promptly shut the hell up a the brilliant final number kick in also this paul king guy be a low-key master in the make there be few `` adult '' filmmaker out there who could n't learn something from how…
Proud Mary,3,a dreary mess of miss opportunity proud mary isn t quite a bad a some of the other glorify direct-to-video dreck that s slip onto screen in recent month shout out to the like of marauder and collide but it s nevertheless significantly more disappoint this should have be a sure thing especially at a time that feel ripe for a modify revival of blaxploitation cinema to paraphrase jean-luc godard all you need to make a movie be taraji p. henson with a…
Star Wars: The Last Jedi,9,saw this again last night revise star war ranking 1 the last jedi
The Commuter,5,the silliest of the low-rent high-impact thriller that jaume collet-serra and liam neeson have make together unknown non-stop and run all night be the previous three the commuter may not match the potent charge of their earlier collaboration but this amusingly ridiculous ride be still a few cut above the kind of swill you d expect to arrive in theater on the second weekend of january this may be a forgettable movie about the forgotten man — a blue-collar morality play…
Bright,1,there s boring there s bad and then there s bright a movie so profoundly awful that republican will probably try to pas it into law over christmas break from the director of suicide squad and the writer of victor frankenstein come a fresh slice of hell that somehow represent new low for them both — a dull and painfully derivative ordeal that that often feel like it be make just to put those earlier misfire into perspective the only thing more predictable…
The Greatest Showman,6,ignore the vintage 20th century fox logo that appear on screen at the start of the film the great showman be nothing if not a uniquely 21st century spectacle a gaudy sonic boom of musical cinema that try to sell you on the magic of the movie like it s black friday at a store that s go out of business welcome lady and gentleman to a joyfully insane experience that s a subtle a a circus and twice a loud forget the…
Star Wars: The Last Jedi,9,***spoiler warning*** let the past die kill it if you have to that s the only way to become what you be meant to be. — kylo ren the last jedi be the best star war movie since the empire strike back but it s also a lot more than that — it s a much of a new hope for the erode blockbuster culture of 2017 a a new hope be for the emerge blockbuster culture of 1977. needle to say this…
Birdboy: The Forgotten Children,7,the opening moment of birdboy the forgotten child unfold like an urgent warn to any parent who might think that this be just another kid-friendly animate film about cute animal who learn valuable lesson the future be past a voice insists from the darkness speak in spanish and accompany by exclamatory subtitle an english-language version be also available the garbage be the present blood be the law from there we re hurl through the history of a once-vibrant storybook world a…
Alien: Covenant,8,***michael fassbender for best actor and best support actor plz*** it s easy to understand why michael fassbender hasn t be float a a potential best actor nominee for his work in alien covenant. for one thing the oscar seldom acknowledge the fact that great act can sometimes be found in massive summer tentpoles even one that underwhelm at the box office for another it would prove difficult to honor fassbender s work without splitting the vote or commit some kind of category…
Star Wars: The Last Jedi,9,this be the best star war movie in my particular mind this be also the first *great* star war movie it help that i have no special reverence for the original trilogy it also help that this movie have so many fuck porgs will get into it once people see the movie a for whether it would have make my top 25… i do n't know and i do n't care
Jumanji: Welcome to the Jungle,4,a semi-related sequel to a 1996 kid movie that exactly zero human being have watch since the death of vhs the mildly amuse jumanji welcome to the jungle be far proof that even the stalest whiff of brand recognition have become preferable to originality only part of the blame for that belongs to the studio but after cannibalize themselves for much of the last 20 year hollywood have clearly eat their way down to the crumb that s not to suggest…
Lady Macbeth,8,there aren t very many word spoken in william oldroyd s lady macbeth — most of the communication be do through sex abuse and murder — but not a one of them be waste or forgotten indeed the film s emblematically terse first exchange loom over the 85 minute that follow like a dark shadow on a bitter day and it s proof that florence pugh deserves more attention in this year s competitive award season it s katherine s pugh wedding night and the 17-year-old bride…
The Post,9,there s topical there s timely and then there s the post which feel less like a historical thriller set in 1971 than it do an exhilarate caricature of the year 2017. while steven spielberg s late film rivetingly dramatizes the publication of the pentagon paper and eloquently unpacks the consequence of their dissemination the post wear the nixon era like a flimsy disguise that it want you to see right through that s not to take away from ann roth s ratty and exquisite period…
Voyeur,4,once upon a time somewhere in the span between f. scott fitzgerald and hunter s. thompson a dapper posse of aristocrat journalist thrive by combine pre-war sophistication with post-war sexuality belonging neither to the old world or the new they be prophet of their present moment a transitional group that help lay the foundation for a culture that wouldn t be able to accommodate them gay talese be perhaps the most notable of the group the godfather of indulgent celebrity profile
Cuba and the Cameraman,7,when american think of cuba we tend to think of a place and not a people the same be true of east germany it s still true of north korea and it will always be true of country that be define by their inaccessibility border be blinding and island be isolated by more than just water only 105 mile separate havana from key west but you can t see anything on the horizon when you stand at the bottom tip of the…
Brimstone & Glory,7,remember the first 10 minute of beast of the southern wild when hushpuppy be just run around with sparkler and the music be blaring and you be profoundly move for reason you couldn t quite understand well viktor jakovleski s brimstone glory be essentially the feature-length adaptation of that feel produce and score by beast mastermind benh zeitlin this euphoric documentary be a veritable orgy of light and sound a pyroclastic symphony of explosion in the sky that make you happy to…
The Breadwinner,7,more imaginative than coco more soulful than moana more everything than despicable me 3 nora twomey s the breadwinner cement ireland s cartoon saloon a an animation powerhouse worth mention alongside the like of pixar laika and the great studio ghibli a deeply anguish story that s told with the same vivid style a cartoon saloon s two previous feature the secret of kells and song of the sea the breadwinner triumph with a sense of emotional sobriety that strike far deeper than anything…
Justice League,5,i ranked all of zack snyder 's film here justice league come in 5th throughout his entire feature direct career zack snyder have never really have to compromise of course there be surely countless incident where he acquiesce to one small thing or another behind the scene none of which his view public would ever be able to discern for themselves but — on a macro level — he s always gotten his way ala make the superman movie he want to…
Mr. Roosevelt,7,the manic pixie dream girl be officially dead and the girl with a crack iphone screen have take her place that s not a catchy it kind of sound like the least excite stieg larsson novel of all time but it still feel like progress the old trope be just a foil for some forlorn male protagonist less of an actual person than an adorkable fairy godmother whose sole purpose in life be to restore a sense of self-worth to an…
Wonder,6,wonder be a manipulative a movie get but that isn t necessarily a bad thing sometimes a story need to steer you sometimes a story tell you what to feel but redeems itself by virtue of the sincerity with which it show why you should feel that way in much the same way that fable and fairy tale exist to make a particular point subtlety would be counterintuitive to the very nature of what this film be try to do and…
Daddy's Home 2,4,daddy s home 2 isn t sorry it doesn t care about your stupid feeling don t remember what happen at the end of the last movie or which home belongs to which daddy too bad don t want your festive family comedy to star mel gibson a a serial womanizer with a flair for violence well the man who invent christmas isn t out until next week so you re shit out of luck don t understand how will ferrell could re-team with mark wahlberg when a…
Pottersville,2,here s the only plausible explanation for pottersville a nearly unwatchable — but inexplicably star-studded — new christmas comedy which be make a brief pitstop in select theater before spending the rest of eternity in the storage room of your local walmart a veteran producer at the hallmark channel be at the end of his rope for the purpose of this hypothetical scenario let s pretend say producer be pottersville director seth henrikson whose sparse imdb credit leave plenty to the imagination .…
Coco,6,pixar movie still make money hand over fist but it s hardly a secret that luxo the lamp isn t shin quite a bright a it use to once upon a time the company s animate offering be genuine cultural event the best of them ratatouille find nemo even merit comparison to the masterpiece of studio ghibli while their film reliably still clear the low bar set by some of their competition — there s a world of difference between the noble failure of…
Murder on the Orient Express,5,a movie about how much of a royal pain in the as it be to kill someone before civilian have easy access to ar-15s kenneth branagh s murder on the orient express be an undercooked christmas ham of a movie the kind of flamboyant holiday feast that hollywood doesn t really serve anymore arrestingly sumptuous from the very first shot and film in glorious 65mm this cozy new riff on agatha christie s classic mystery be such an old-fashioned yarn that it could…
Thor: Ragnarok,6,[ from the `` post this on letterboxd be gon na go great '' department… i write about why marvel movie could probably use a lot more sex ] if almost three complete phase of the marvel cinematic universe have taught u anything — and let s not rush to assume that s the case — it s that superhero movie don t need to have sex in order to reproduce thor ragnarok mark the seventeenth feature in the film world s most ubiquitous franchise and not a single one…
A Gray State,6,david crowley be a natural director a soldier who become a filmmaker after his tour in iraq and afghanistan the handsome minnesota native could marshal extra around a set with the persuasive authority of a captain lead his troop into battle only in his twenty crowley seem possess with a visionary sense of purpose practically the werner herzog of suburbia he have a look in his eye that make it clear he would finish his first feature or die trying.…
The Light of the Moon,7,the light of the moon be a lucid clinical and wholly necessary drama about life after rape and the while the film be far more watchable than it might sound thanks in large part to stephanie beatriz s rich and involve lead performance viewer should know what s in store for them at the same time trigger warn doesn t feel like the right term or at least not a sufficient one while it s inevitable that writer-director jessica m. thompson s exquisitely sensitive feature…
The Man Who Invented Christmas,4,t s only be a few short week since winnie the pooh get the shakespeare in love treatment in goodbye christopher robin — a film that inspire this critic to lament that we use to tell story now we just tell story about how we use to tell story — which mean that we re already long overdue for another saccharine period fable about the creation of another literary icon enter ebenezer scrooge who come to charles dickens at a moment when…
All I See Is You,7,why do james jason clarke and his visually impaired wife gina blake lively live in bangkok it s a question that hang over all i see be you beg to be ask we know that james do insurance work somewhere in the thai capital but the way he brings it up in conversation make it sound like an alibi usually film character take job in far-flung destination towards the end of the story not before it start in truth the answer…
The Divine Order,6,these day it would be difficult to deny the appeal of living in an idyllic mountain town where time stand still — the kind of place that s easily forgotten by the outside world and where the outside world be easily forgotten in turn and yet all the rustic beauty in the world can t stop nora marie leuenberger from feel like she s be left behind a modest housewife in the postcard-perfect swiss canton of appenzell her day be spent feed her…
Thor: Ragnarok,6,thor ragnarok be one of those marvel movie with the hero 's journey and the handsome and the joke and the infinite cg and the cameo and the underwritten villain and the horde of anonymous goon and be n't this one suppose to be at least a little bit different in my infinite naïveté i be hop this would be a taika waititi movie produce by marvel and not just a marvel movie direct by taika waititi oh well there be worse…
Thank You for Your Service,5,thank you for your service begin on an iraqi rooftop where a young american soldier name michael adam emory scott haze be shot in the head by a distant sniper but the key moment of the sequence doesn t come until a few second later a sergeant adam schumann mile teller sling his severely wound comrade over his shoulder and race him down a sandy flight of stair it would be hard — almost superhuman — for schumann to negotiate the…
Geostorm,2,you have to give geostorm at least a little bit of credit for a movie about the potentially destructive power of 21st century technology it sure be a convincing example of the potentially destructive power of 21st century technology at this point of course it s already old news that computer-generated effect have effectively defang the disaster movie genre shout out to the lifeless plastic like of 2012 and san andreas and while audience might not be willing to accept that
Jungle,5,in the year since hang up his quidditch broom daniel radcliffe have blaze a surprisingly adventurous trail devote himself to risky project that stray far from the beaten path some of them quite literally for the second time in the last 18 month the former harry potter star have wander off into the wilderness follow the miraculously inventive swiss army man with a true-life survival story about a restless israeli kid who wound up strand by himself in an uncharted…
Liberation Day,6,only one foreign rock band have ever perform in north korea any guess here s a hint instead of think about the musician who kim jong-un would invite to his tetchy hermit kingdom try think about the musician who might actually take him up on the offer u2 no kid rock it s a toss-up the slovenian art band laibach who emerge from the ash of communist yugoslavia and like to parody fascist regime by adopt all of their favorite party trick sometimes with such a straight face that they re accuse of be nazi themselves absolutely read the full review on indiewire
Marshall,5,there be two very different explanation for why marshall — ostensibly a biopic about thurgood marshall the first african-american supreme court justice of the united state — isn t really about thurgood marshall so much a it s about a shaky jewish lawyer who marshall once coached through a case the first and more generous of the explanation be that the world could use an inspire film about different kind of discriminate against american join force to fight the prejudice that betrays…
Stronger,7,do you know this movie take place in boston i picked up on it because my dad be from boston and i 've be there many time but i just want to make sure that you guy do n't miss that detail — it really unlocks the whole movie once you figure it out this film be a zillion time well than it probably have to be… a sober nuanced portrait that par the difference between real strength and empty symbolism… just a little relevant gyllenhaal be great and maslany be great well do dgg
The Foreigner,4,the foreigner be a twisty political thriller about an deputy minister pierce brosnan who s plot to pardon some imprison ira fighter without reignite the trouble the foreigner be also a revenge saga in which jackie chan play a vietnamese explosive expert who s obsessively determine to identify and eliminate the bomber who blew up his teenage daughter believe it or not those two narrative don t really complement one another all that well it turn out there might be a good…
Walking Out,6,so deeply root in metaphor and allegory that it might a well be call father alex and andrew smith s walk out be a strong coming-of-age adventure that buries it vaguely biblical underpinnings beneath the heavy snow of a jack london epic update from a short story by naturalist david quammen it begin a a movie about the circle of life and then thaw into a movie about survival but while that might seem like a counterintuitive transition or even a…
Una,8,rooney mara s ‘ no bullshit performance in ‘ una be one of the year s very best [ interview ] una rooney mara hide a photo of him under a flap of carpet in the corner of her bedroom the photo be new — it s be freshly torn from the page of a trade magazine — but the bedroom be not it s the same bedroom that belong to her when she be a kid the same bedroom she slept in when she be 13 and…
Kingsman: The Golden Circle,6,my wife cry 3 time 1 involve a landmine 1 involve channing tatum just show up on screen 1 involve a puppy
Blade Runner 2049,6,for once hollywood have good reason to go on full spoiler lockdown prior to the release of a highly anticipate franchise blockbuster don t worry there won t be any reveals here but suffice it to say that blade runner 2049 tell a brilliant story it s the kind of provocative and soulful sci-fi yarn that philip k. dick could be proud of one that more thoroughly excavates the essence of what it mean to be alive than almost any other hollywood film…
Before We Vanish,5,watch the dreadful and painfully distend film japanese director kiyoshi kurosawa have make over the last 10 year you d be forgiven for think that he be abduct in 2008 and hijack by a clueless alien parasite try to keep up appearance a major figure during the early day of j-horror kurosawa distil the entropy creep into the digital age before most other artist even felt it — modern classic like cure pulse and even the less-horrifying like of bright future
